lagoslakeid,summerpud,totalpud,nhd_lat,nhd_long,lake_area_ha,lagosname1,meandepth,maxdepth,state_name,hu12_nlcd2011_pct_11,hu12_nlcd2011_pct_21,hu12_nlcd2011_pct_22,hu12_nlcd2011_pct_23,hu12_nlcd2011_pct_24,hu12_nlcd2011_pct_31,hu12_nlcd2011_pct_41,hu12_nlcd2011_pct_42,hu12_nlcd2011_pct_43,hu12_nlcd2011_pct_52,hu12_nlcd2011_pct_71,hu12_nlcd2011_pct_81,hu12_nlcd2011_pct_82,hu12_nlcd2011_pct_90,hu12_nlcd2011_pct_95
1077,0,0,41.818998,-70.754885,15.09547189,CRANE BROOK BOG POND,,0.9,Massachusetts,6.1262,6.6574,7.685,2.4693,0.4365,1.1957,3.2262,25.7992,5.979,0.9289,0.8637,2.3567,18.4594,15.0496,2.7672
1088,0,1,41.646658,-71.043091,34.70800796,NOQUOCHOKE LAKE,,3,Massachusetts,4.8711,4.5741,4.3152,2.1284,0.3287,0.3757,30.4168,10.5569,11.3171,0.7425,1.8631,2.9203,0.9201,24.0342,0.6359
1098,7,11,39.860135,-74.80123,7.301354302,LOWER AETNA LAKE,,2.7,New Jersey,1.7362,22.96,13.1397,3.1739,0.6512,0.371,14.0282,7.367,5.6042,1.8057,0.3067,0.6874,1.7569,26.3674,0.0443
1108,0,0,46.361354,-93.735081,12.29619099,GREGG,,5.5,Minnesota,76.4307,2.2104,0.5283,0.1951,0.0658,0.0029,5.8852,0.152,0.073,1.0368,0.2682,3.2961,0.9741,3.5914,5.2901
1118,0,0,46.079076,-89.237065,10.91505524,DENTON LAKE,,10.0584,Wisconsin,1.6816,3.912,0.0495,0.0091,0,0,23.6388,2.6215,12.9313,2.6306,1.1419,0,0.4901,38.4876,12.406
1130,3,15,39.186127,-86.342716,53.05031531,YELLOWWOOD,4.3,9.1,Indiana,0.6188,1.8938,0.3051,0.3643,0.0506,0,86.0326,1.9008,0.0366,0.4896,3.1361,1.844,3.3276,0,0
1140,1,1,45.982435,-86.028185,356.427544,GULLIVER LAKE NEAR GULLIVER_ MI,,6.4008,Michigan,4.8539,1.9698,4.2308,1.0529,0.1369,1.9343,11.9628,9.7928,2.8815,0.4446,2.7004,3.9379,1.7038,47.8356,4.5619
1150,0,0,45.905705,-89.398424,16.7443453,MCDONALD LAKE,,9.144,Wisconsin,16.7254,5.7755,0.4097,0.0286,0.0018,0.263,23.2488,3.5158,18.2838,0.2451,0.4652,0,0.8248,29.1102,1.1021
1160,0,0,46.700824,-85.327589,118.6434,BODI LAKE NEAR PARADISE_ MI,,8.2296,Michigan,3.4144,3.7337,0.376,0,0,0.1145,7.3427,43.4554,2.1608,8.6532,5.0117,0,0,23.1157,2.6219
1172,0,0,45.727436,-91.797608,4.050185246,UNNAMED,,5.1816,Wisconsin,3.4403,5.5743,1.3008,0.818,0.0952,0.378,51.3084,0.8732,2.8472,0.2262,0.8442,20.0281,6.2558,5.6516,0.3587
1183,0,0,47.617949,-94.164894,1130.703989,ROUND,,7.3,Minnesota,35.9749,2.3395,0.9945,0.1818,0,0.0078,18.1134,6.0032,5.9201,2.0331,0.1506,0.6336,0.0078,24.345,3.295
1193,0,1,46.031308,-88.412096,60.8758236,BUCK LAKE NEAR ALPHA_ MI,,6.7056,Michigan,4.4044,4.2634,0.2492,0.0754,0,0.0754,48.3535,2.9029,6.2403,1.6949,4.4716,1.2294,7.6827,17.4177,0.9392
1203,0,0,47.620577,-92.824761,8.016783143,DEEPWATER,,9.1,Minnesota,0.6183,2.0151,0.2479,0.0101,0,0.0489,19.5864,8.1572,23.8977,9.8587,1.7976,2.0432,0.2619,28.7307,2.7262
1213,0,1,42.149064,-85.050087,23.22154915,WARNERS LAKE NEAR ELLIS CORNERS_ MI,,5.1816,Michigan,0.6615,3.8911,0.5838,0.04,0,0.0533,17.0118,0.0355,0.0355,0.2419,0.7836,9.5803,37.7594,28.8673,0.455
1225,0,0,41.877339,-85.478508,61.92988028,BIG FISH LAKE NEAR NOTTAWA_ MI,,12.4968,Michigan,10.1708,8.282,4.2399,0.5231,0.1122,0.1427,14.2547,0.3804,0.3519,0.0114,0.4394,13.6099,37.8871,8.6187,0.9758
1235,17,22,46.730649,-96.098793,254.899507,IDA,,5.8,Minnesota,31.1924,4.9766,0.317,0.0377,0.012,0.1091,20.7249,0.7953,0.0193,0.2079,4.8064,15.2836,18.6021,0.1653,2.7503
1245,1,1,39.068143,-87.332747,14.01623567,LONG (DUGGER),,21.9,Indiana,8.1262,5.1386,0.8301,0.1314,0.0116,0.1697,32.1107,5.0754,0,0.0266,1.9646,13.7722,31.8428,0.0316,0.7685
1257,0,0,46.227405,-92.968745,13.45077935,BASS,,3.6576,Minnesota,3.524,4.0863,0.3784,0.203,0.0893,0,21.3851,2.8713,0.7197,2.2706,0.4996,21.8422,5.2344,24.1884,12.7076
1267,1,1,45.938946,-92.08309,15.94598613,BEHR LAKE,,4.572,Wisconsin,10.81,5.0817,0.0239,0.0094,0,0.006,45.4669,5.1328,12.5982,1.0683,1.6485,4.6174,2.9434,6.0614,4.5322
1277,0,0,47.570219,-93.595728,95.09905596,BIG ISLAND,2.59,10.7,Minnesota,18.3276,3.0374,0.065,0.0051,0,0.0045,25.2727,14.4825,15.7935,5.1753,1.3321,0.0382,0.0408,14.9832,1.4423
1287,5,7,47.673313,-93.020037,149.2206159,SIDE,,4.9,Minnesota,10.2955,2.1025,0.234,0.0422,0.0043,0.0229,14.0124,9.8461,17.0773,9.3595,1.6695,0.0258,0.0229,34.0315,1.2537
1297,18,37,45.468208,-92.427425,769.4430326,BALSAM LAKE,,11.2776,Wisconsin,8.8554,6.2369,1.1505,0.5721,0.1936,0.0542,26.1939,0.8108,0.3095,0.1587,1.8648,30.4198,17.133,3.3722,2.6745
1308,0,0,46.4907,-94.140356,159.7515614,BASS,,11.6,Minnesota,10.6198,3.7741,0.0492,0.0403,0.009,0,55.6963,2.2734,0.0149,2.9955,2.1735,1.2546,2.345,12.219,6.5354
1319,2,3,41.295184,-85.734609,71.96553353,IRISH,4,10.7,Indiana,8.2246,7.4291,2.8956,0.2808,0.0507,0.271,12.1186,0.3178,0,0.078,0.2398,0.9203,60.0936,3.0925,3.9875
1329,1,1,46.623915,-92.459634,122.6139726,CHUB,,7.6,Minnesota,5.1619,4.9815,0.1931,0.1252,0.0806,0,34.9302,5.7305,2.0813,9.5345,1.2475,24.3031,2.8684,7.2071,1.5551
1339,47,83,39.924221,-75.064422,65.1544359,COOPER RIVER LAKE,,1.9,New Jersey,1.2321,26.9995,27.0738,17.4123,6.0274,0.4563,8.6575,0.2264,1.3056,0.546,0.1008,0.2341,0.581,8.9454,0.2017
1349,0,0,45.984064,-89.370487,21.59167432,CAMP TWELVE LAKE,,4.572,Wisconsin,8.746,4.9536,0.0867,0.0012,0,0.1294,31.5705,3.1453,15.6754,0.7563,0.5628,0.4939,2.4186,29.7491,1.711
1359,9,11,44.991904,-93.336072,8.68727592,SWEENEY-TWIN (TWIN BAY),,7.6,Minnesota,2.213,28.4429,36.5227,18.9156,9.5191,0,2.7576,0.2044,0,0.0981,0.0605,0.0442,0,0.1717,1.05
1370,7,9,43.980354,-86.448354,70.23368902,LINCOLN LAKE NEAR LUDINGTON_ MI,,1.524,Michigan,2.3262,12.1169,5.8646,1.0939,0.1784,0.0364,28.826,8.5402,3.1944,3.8588,10.1456,1.1158,9.15,11.0102,2.5428
1381,0,0,45.970119,-89.382432,8.651290759,ASPEN LAKE,,3.3528,Wisconsin,8.746,4.9536,0.0867,0.0012,0,0.1294,31.5705,3.1453,15.6754,0.7563,0.5628,0.4939,2.4186,29.7491,1.711
1392,0,0,44.816196,-93.067545,7.711821354,MARCOTT (OHMANS),,10.1,Minnesota,0.8064,11.408,5.5757,4.5788,1.6832,0.3076,10.933,0.5497,0.046,2.0362,3.6183,17.3297,40.489,0.0635,0.5748
1404,0,0,45.048194,-92.823518,14.531986,LILY,,13.7,Minnesota,16.2684,14.4555,9.2717,4.9747,2.1383,0.1163,17.534,2.5439,0.0975,1.4795,3.3207,14.1458,12.5248,0.2673,0.8616
1415,0,0,42.407385,-85.73384,10.85417594,RUPPERT LAKE NEAR OTSEGO_ MI,,5.1816,Michigan,0.8897,4.5915,2.692,0.496,0.1264,0.0585,18.0736,0.2851,0.3561,0.377,1.4964,8.2599,42.2789,19.853,0.166
1425,8,8,48.065593,-91.180242,685.0127047,KEKEKABIC,,59.4,Minnesota,24.7,0,0,0,0,0,19.921,1.8687,18.4313,5.3243,4.5116,0.0263,0,22.9814,2.2355
1435,0,2,46.430576,-96.05498,298.9150894,LONG,,22.3,Minnesota,14.9273,4.2594,0.0483,0.0061,0,0,33.4124,0.4769,0.0422,0.7992,5.5443,21.1672,15.0345,0.3741,3.9081
1445,0,0,47.466984,-93.651579,9.253937905,DOCTOR,,1.5,Minnesota,24.2208,2.808,0.1395,0.019,0.0028,0.0644,35.0908,5.2316,13.9385,4.9734,0.5429,0.5754,0.1586,9.5489,2.6853
1455,0,1,47.358747,-93.94369,1556.68881,BIG CLUB (BALL CLUB),,25.9,Minnesota,17.5994,1.6912,0.9978,0.0913,0,0,19.0176,7.3279,9.9408,2.0003,0.3507,2.7419,0.3131,33.912,4.0159
1465,0,0,45.385883,-94.537859,124.9069452,NORTH BROWNS,,11.9,Minnesota,4.794,2.934,2.0652,0.3284,0.1271,0,4.7297,0.0867,0.0159,0.0742,1.7779,20.2221,61.539,0.2059,1.0998
1475,2,2,42.881732,-72.719087,7.918420114,HIDDEN LAKE,,1.8288,Vermont,0.376,4.5029,3.1554,2.787,0.4479,0.2927,29.7426,27.382,21.76,0.4151,0.4769,7.0603,0.0643,1.4484,0.0883
1485,0,0,45.226638,-88.585083,23.19237007,STAR LAKE,,6.4008,Wisconsin,4.8253,4.3864,0.1161,0,0,0,39.3775,14.2958,3.1964,1.3914,4.7893,0.1521,5.8565,20.4165,1.1967
1496,0,0,45.861578,-89.429663,32.95583799,PARADISE LAKE,,14.6304,Wisconsin,12.3424,2.8152,0.2216,0.0214,0,0.0136,19.6241,1.9152,15.3155,1.4626,0.5262,0.6005,2.4535,39.081,3.6073
1506,0,0,47.378859,-91.186478,7.267932934,KENNEDY,,1.4,Minnesota,0.163,1.9939,1.0835,0.0789,0.0064,0.0038,63.8176,5.9256,5.2329,13.5191,1.4655,0,0.1528,6.0975,0.4596
1517,0,2,42.088476,-84.472826,61.35368258,ROUND LAKE NEAR SOMERSET CT. MI,2.4384,12.2,Michigan,2.1277,4.8466,2.1141,0.3781,0.0637,0.7876,21.7364,0.2277,0.2235,0.164,0.8147,21.1483,30.6994,13.9944,0.6737
1527,9,11,43.708085,-85.86138,83.20251588,WOODLAND LAKE NEAR WOODLAND PARK_ MI,,8.8392,Michigan,2.5694,3.2521,0.5158,0.0431,0.0039,0,57.2504,6.5606,3.1008,1.9792,1.9839,0.2955,3.9646,15.5032,2.9777
1538,0,0,44.123035,-89.485713,66.36665037,FISH LAKE,,11.2776,Wisconsin,1.0878,4.0499,1.0209,0.0831,0.0399,0.0579,15.8342,5.3247,1.51,0.6207,1.4195,7.4244,60.0215,0.9663,0.5392
1548,8,17,44.878522,-93.428995,70.04533032,BRYANT,,13.7,Minnesota,5.6624,25.1294,29.1754,18.6066,11.0651,0.0077,5.3632,0.1542,0.0289,0.3548,0.6104,0.2732,0.2197,0.3654,2.9836
1559,0,0,45.262013,-91.820326,11.51774562,DALLAS FLOWAGE,,2.7432,Wisconsin,0.1065,5.2969,0.5024,0.0866,0.013,0.0043,25.4875,1.204,0.2815,0.175,1.2725,17.7288,45.4026,1.8442,0.5942
1570,2,2,44.875884,-84.350171,529.4315769,WEST TWIN LAKE AT VIENNA JCT_ MI,,8.5,Michigan,13.4651,6.7428,3.459,0.4962,0.1228,0.1292,16.9957,16.8346,8.6456,15.0073,7.7671,0,0.3529,7.7926,2.1892
1581,0,0,46.618427,-92.653215,151.7411287,PARK,,4.9,Minnesota,2.6707,4.6025,0.3043,0.0121,0,0.0189,18.4312,5.2687,1.7774,4.4239,0.3861,11.3314,0.2369,43.664,6.872
1591,9,19,45.035638,-93.153514,45.05033159,JOSEPHINE,,13.4,Minnesota,7.2092,25.3614,31.9921,20.2055,11.6292,0,2.2225,0.0276,0,0,0.063,0,0.2073,0.1587,0.9236
1601,0,0,44.649447,-92.710285,80.7327992,CLEAR,,1.8,Minnesota,12.3265,4.8038,0.5556,0.1291,0.007,0.5114,18.1579,0.1389,0,0.0442,10.006,2.1746,39.6956,10.4514,0.9982
1612,0,0,47.645559,-91.099942,36.70034179,DAM FIVE,,9.1,Minnesota,5.6968,2.632,0.0603,0,0,0,13.5983,15.3319,22.7816,12.3329,0.6409,0,0,26.3119,0.6135
1622,0,0,43.916318,-94.702293,157.7439846,KANSAS,,1.8,Minnesota,3.1687,4.9814,0.3144,0.1691,0,0,0.5054,0,0,0,0.1453,0.1433,87.5439,0.1025,2.926
1634,0,0,45.419496,-87.916534,31.85142035,WOLF LAKE,,15.5448,Wisconsin,4.238,4.0434,0.0288,0.0199,0,0.0111,35.8084,0.4645,5.2909,0.9069,3.2758,1.8978,8.3698,33.6319,2.0128
1644,0,0,45.218198,-93.863417,65.26804065,CONSTANCE,,7,Minnesota,19.1967,4.5876,4.7888,2.5878,0.237,0.0661,7.7178,0.2385,0.0253,1.5616,2.1341,17.5578,35.852,0.0696,3.3792
1655,1,1,43.113161,-85.121766,144.2798138,LONG LAKE WB NEAR SHILOH_ MI,,9.7536,Michigan,4.22,4.2575,2.0561,0.2812,0.0109,0.739,18.0814,1.8577,0.6406,0.3718,1.9858,12.4506,25.4699,27.0776,0.5
1665,0,0,42.386933,-84.784832,241.9771205,DUCK LAKE NEAR SPRINGPORT_ MI,,8.8392,Michigan,4.483,4.228,1.704,0.0782,0.0077,0.2639,11.1952,0.1012,0.0423,0.1115,0.688,15.463,47.5381,13.9178,0.1781
1675,0,0,45.131311,-84.780144,48.13458403,HOFFMAN LAKE NEAR VANDERBILT_ MI,,9.1,Michigan,2.8206,3.4182,0.5237,0.0298,0,0.0156,69.7684,2.1234,1.373,2.321,6.5834,0.3852,3.9455,6.0334,0.6588
1685,0,0,46.403545,-95.777946,144.4435349,TWIN,,15.2,Minnesota,47.2865,4.2869,0.151,0.1323,0.023,0.023,8.4638,0.2616,0.0162,0.1677,2.1602,5.2567,27.0401,0.2995,4.4316
1695,0,0,41.494267,-85.324444,15.19025343,LATTA,6.4,10.7,Indiana,6.9512,6.7218,1.5612,0.5593,0.0241,0,4.7481,0.6639,0.0262,3.0903,0.9355,12.4759,42.912,19.0508,0.2797
1706,0,0,46.015184,-89.398175,16.25846271,STEWART LAKE,,3.6576,Wisconsin,8.746,4.9536,0.0867,0.0012,0,0.1294,31.5705,3.1453,15.6754,0.7563,0.5628,0.4939,2.4186,29.7491,1.711
1716,0,0,48.160981,-91.086958,47.40154253,RABBIT,,27.4,Minnesota,,,,,,,,,,,,,,,
1727,0,0,47.012652,-92.623354,39.66525257,MAPLE LEAF,,15.5,Minnesota,2.1122,2.3731,0.2694,0.0731,0,0,12.2174,5.0749,6.8361,6.2934,0.505,8.2486,0.8398,50.3606,4.7963
1737,0,1,45.068845,-91.254727,217.315176,OLD ABE LAKE,,10.9728,Wisconsin,7.4257,5.2417,0.7765,0.0865,0.038,0,33.9887,0.5754,0.7308,1.1015,0.8736,6.1568,36.3239,5.191,1.4898
1747,0,0,47.297652,-91.647353,44.41371614,KANE,,4.6,Minnesota,2.3981,1.8884,0,0.0075,0,0.0807,9.5775,13.9931,14.8523,5.1479,0.6302,0,0,50.1887,1.2356
1758,2,2,48.056204,-91.312578,98.32050003,VERA,,16.8,Minnesota,21.9015,0,0,0,0,0,17.53,2.6454,20.8861,4.9028,1.0997,0,0,29.242,1.7924
1768,9,11,44.870307,-84.308969,332.2006291,EAST TWIN LAKE AT LEWISTON_ MI,,5.1816,Michigan,13.4651,6.7428,3.459,0.4962,0.1228,0.1292,16.9957,16.8346,8.6456,15.0073,7.7671,0,0.3529,7.7926,2.1892
1778,0,0,46.302207,-85.572374,24.27310428,KAKS LAKE NEAR WATSONS CORNER_ MI,,3.9624,Michigan,1.6314,2.275,1.7169,0.1819,0,0.6597,33.1319,1.7009,0.2853,1.4549,5.4842,6.6556,2.6084,36.6513,5.5627
1789,0,0,42.400846,-85.917454,14.23136747,THREE LEGGED LAKE NEAR PAW PAW_ MI,,4.572,Michigan,1.9818,4.3119,2.2637,0.0475,0.0095,0.0835,21.3962,0.3635,0.3872,0.4375,1.585,12.4706,41.2234,13.227,0.2117
1800,0,0,46.327814,-89.788386,18.94858168,HENEARY LAKE NEAR DURHAM_ MI,,5.4864,Michigan,4.3101,2.4644,0.0612,0,0,0.1645,33.4043,6.4428,10.4468,0.1824,0.1365,0.0153,0,39.3931,2.9784
1810,0,0,46.296218,-89.761996,20.96171176,EEL LAKE NEAR DURHAM_ MI,,3.9624,Michigan,19.5018,5.4214,0.124,0.007,0,0.0318,31.2733,3.7033,10.3008,0.8116,0.465,0.0407,0.1768,27.3721,0.7703
1820,4,7,43.873944,-84.80517,48.1280866,FIVE LAKES NEAR DOVER_ MI,,10.9728,Michigan,1.3678,7.1519,4.996,1.8454,0.5748,0.3566,12.479,1.1628,0.457,0.5139,3.0864,25.5756,25.9701,14.2034,0.2594
1830,8,8,47.871529,-90.966727,178.72617,GRACE,,4.9,Minnesota,8.5032,0.1314,0,0,0,0,24.5032,26.1513,14.8399,1.3232,0,0,0,24.0106,0.5372
1840,0,0,39.48108,-87.43911,8.322664183,NORTH,,8.5,Indiana,8.3425,15.3113,23.506,9.5931,2.777,0.0082,16.3814,0.0492,0,0,2.0352,2.4619,15.047,4.4511,0.0361
1850,0,2,41.522654,-87.049941,23.48640438,LONG,2.4,7.3,Indiana,1.9671,7.8096,9.2458,1.3092,0.2246,0,7.982,0.2178,0.295,2.8407,6.9179,10.1125,47.0708,3.4601,0.5468
1860,0,0,47.532986,-93.674886,40.91541865,DEAD HORSE,,9.1,Minnesota,10.2065,3.1962,0.2668,0.056,0.0061,0.0084,21.3522,5.5782,12.6154,2.0255,0.3458,2.6128,0.2078,35.8452,5.6771
1871,0,0,47.801519,-93.381849,14.98415704,ERSKINE,,17.1,Minnesota,11.5141,2.1074,0.1601,0.0222,0,0.0197,18.6989,6.7168,16.3692,10.2355,2.9243,2.1856,0.1035,24.9298,4.0129
1881,8,11,45.114127,-93.467647,124.1662887,RICE,,3,Minnesota,5.5998,14.492,19.8588,13.8509,3.4315,0.4901,9.7894,0.31,0.059,1.5142,1.6142,13.0658,8.9182,0.048,6.958
1891,40,112,44.74535,-85.61429,128.5974,BOARDMAN LAKE AT TRAVRSE CITY_ MI,,22.3,Michigan,5.0736,12.419,12.746,8.0372,3.7779,0.6778,18.4432,3.5864,1.2612,1.566,8.7389,3.8239,12.3664,6.4802,1.0024
1904,0,0,41.486999,-85.287094,18.48657318,WIBLE,4,7.3,Indiana,6.9512,6.7218,1.5612,0.5593,0.0241,0,4.7481,0.6639,0.0262,3.0903,0.9355,12.4759,42.912,19.0508,0.2797
1914,0,2,45.384961,-93.084668,92.20600465,MARTIN,,6.7,Minnesota,5.9928,5.8667,1.0407,0.3562,0.1293,0.0086,28.0231,2.6817,0.2414,0.713,3.9631,6.5857,22.4011,2.6332,19.3632
1925,0,0,47.226244,-93.08117,88.45216831,BEAUTY,,9.8,Minnesota,3.0999,1.1541,0.2064,0.0086,0,0.0086,12.8069,2.0116,5.7529,3.5197,0.5565,2.733,0.3069,64.335,3.4997
1935,0,2,42.029267,-86.049043,17.36812172,SOUTH TWIN LK NEAR DOWAGIAC_ MI,,12.8016,Michigan,2.3875,4.4577,3.585,0.309,0.171,0.216,10.2067,0.5282,0.4604,0.0766,1.1368,8.6222,47.2148,20.2817,0.3464
1946,0,0,44.931511,-84.507091,26.04908672,BIG BASS LAKE NEAR JOHANNESBURG_ MI,,10.1,Michigan,1.365,4.7143,1.3273,0.111,0.0714,0.0185,33.6506,13.5917,4.5491,12.583,12.6001,0.969,5.4639,7.3438,1.6413
1957,1,2,43.00083,-89.488729,4.823634715,GOOSE LAKE,,3.048,Wisconsin,0.6407,11.5598,19.6821,10.6573,2.2259,0.4497,7.916,0.2598,0.0236,0.806,0.3737,13.7446,31.3857,0.0688,0.2064
1970,0,0,46.27694,-90.199899,4.40111476,OBADASH LAKE,,3.048,Wisconsin,1.0314,2.0189,0.0912,0,0,0.0246,29.6096,3.9027,9.0893,5.4497,0.5367,0,0.0526,46.1043,2.089
1981,0,0,38.648509,-85.946768,16.99325055,ELK CREEK #9,,10.7,Indiana,0.604,3.5036,0.1372,0.0821,0.018,0.0885,64.9375,1.8403,0.1282,0.2116,0.6515,8.6178,19.1734,0,0.0064
1992,0,0,44.884612,-89.263768,38.83174114,NORRIE LAKE,,5.7912,Wisconsin,1.3562,4.8097,1.1563,0.4476,0.0398,0.0061,27.6099,0.2059,3.0424,0.1256,0.2477,11.606,26.2807,22.5707,0.4955
2002,8,13,45.075801,-93.203024,74.7819626,LONG,,8.3,Minnesota,7.2092,25.3614,31.9921,20.2055,11.6292,0,2.2225,0.0276,0,0,0.063,0,0.2073,0.1587,0.9236
2012,6,6,48.077192,-90.688859,445.1639142,LOON,,42.7,Minnesota,,,,,,,,,,,,,,,
2023,0,0,41.545069,-85.199543,47.36634344,LAKE OF THE WOODS,12.2,24.7,Indiana,7.1154,4.0695,1.9047,0.1359,0.0403,0,6.9577,0.3105,0.0101,0.2685,0.3994,16.2077,44.9462,17.5687,0.0654
2033,7,11,46.692467,-94.13771,303.9812956,RUSH,,32,Minnesota,56.6578,4.395,0.9827,0.2615,0.0422,0,19.4947,0.6074,0.0211,0.1518,0.4133,0.5525,0.1054,14.6738,1.6407
2044,0,0,48.066749,-90.806705,46.82901309,HAM,,12.2,Minnesota,7.2019,1.7736,0,0,0,0.0116,13.6816,25.91,19.7726,6.8524,2.9875,0,0.0754,20.4122,1.3212
2054,4,17,42.864501,-89.537802,35.58729752,LAKE BELLE VIEW,,0.9144,Wisconsin,0.4026,3.3472,4.0773,0.6806,0.1127,0.0195,9.2394,0.1668,0.021,1.1703,0.5709,28.0156,48.2806,2.5314,1.3641
2064,0,0,45.450954,-88.871517,18.07348876,WALSH LAKE,,4.572,Wisconsin,11.5093,5.6588,0.9975,0.2796,0.0601,0.0308,52.0503,0.7735,3.2834,1.5463,0.4089,0.0864,4.3885,16.197,2.7294
2075,1,1,43.612794,-85.300751,191.425654,LAKE MECOSTA NEAR MECOSTA_ MI (N. B.),4.8768,11.9,Michigan,6.0519,4.8131,2.5154,0.0846,0.0312,0.299,33.7542,4.4139,0.6087,2.3536,6.935,11.1797,17.2012,7.6366,2.1219
2085,0,0,43.723645,-89.81361,6.992658662,FAWN LAKE,,4.2977,Wisconsin,5.8818,6.5,1.7567,0.0528,0.0118,0,29.0749,7.3389,5.7904,5.7163,4.4193,2.8928,23.8278,5.0153,1.7212
2096,0,0,47.998729,-90.102685,163.793029,DEVILFISH,,12.2,Minnesota,4.9729,2.0519,0,0.0106,0,0,26.7382,9.4688,19.0012,15.669,4.9368,0,0,15.1115,2.0392
2106,2,2,41.282652,-85.789183,257.0749931,BIG CHAPMAN,3.4,8.8,Indiana,5.551,11.6014,9.3971,4.2306,1.7432,0.1355,9.575,0.1505,0,0.2285,0.1943,3.4904,48.6441,2.6845,2.3739
2117,0,0,45.245895,-88.560372,15.42008193,BIG ISLAND LAKE,,7.62,Wisconsin,4.8253,4.3864,0.1161,0,0,0,39.3775,14.2958,3.1964,1.3914,4.7893,0.1521,5.8565,20.4165,1.1967
2127,1,1,41.693525,-85.639327,37.09586186,CASS,3,6.7,Indiana,1.1991,7.587,5.4279,2.1627,1.9381,0.291,5.6537,0.2536,0.0531,0,1.658,34.1685,28.2987,11.241,0.0676
2137,0,0,45.928678,-89.601153,41.92065173,BITTERSWEET LAKE,,9.4488,Wisconsin,22.1317,4.1678,0.4146,0.0949,0,0,35.9373,1.1772,20.475,0.3497,1.1646,0,0.3829,12.5619,1.1424
2147,1,2,44.23294,-93.870559,34.976415,GEORGE,,8.5,Minnesota,14.358,3.0899,2.4099,0.34,0.0175,0.3458,4.42,0.0981,0.0399,1.7191,0.9044,10.5466,59.2069,0.069,2.4348
2157,0,0,42.536942,-71.940045,10.19351746,PARTRIDGE POND,,2.2,Massachusetts,4.7126,6.2013,5.0211,2.9962,0.7044,0.8113,38.9734,15.3736,10.3132,1.4422,0.6178,4.2523,0.5175,7.4101,0.6529
2168,16,24,48.188254,-92.008806,311.9226769,STUART,,12.2,Minnesota,6.003,0.1658,0,0,0,0,7.0725,11.4372,35.0929,4.4963,0.0073,0,0,33.1561,2.5689
2181,0,0,45.718295,-88.419146,27.37432863,ONEONTA LAKE,,7.3152,Wisconsin,3.287,3.3756,0.0581,0,0,0,63.4872,0.703,5.1665,2.2906,1.6152,0.1031,5.0024,13.0913,1.82
2192,0,0,44.420633,-89.344972,18.39496469,LAKE LIME,,9.4488,Wisconsin,1.6679,5.2339,1.4424,0.5134,0.0911,0.1554,24.9548,1.9485,2.2613,0.0216,0.2557,13.0701,43.7872,4.457,0.1397
2203,0,2,45.123818,-93.039888,111.6910743,OTTER,,6.4,Minnesota,16.0782,16.6495,10.6994,4.8559,1.0966,0.1162,11.6072,1.4702,0.0742,1.4694,3.9134,17.3781,8.2715,0.1622,6.1582
2213,0,0,46.041442,-92.456576,4.007398329,KEENE,,4.9,Minnesota,3.4617,2.9381,0.0882,0.0441,0,0.0279,46.2568,2.0768,0.6919,2.0176,0.3378,9.3043,4.9151,23.7245,4.1153
2225,0,0,45.520186,-92.332412,22.5347631,LOST LAKE,,4.572,Wisconsin,9.7813,4.4558,0.072,0,0.0061,0,48.6499,0.8717,1.7231,0.4059,1.308,24.1879,3.5649,2.0945,2.8789
2236,0,0,44.049053,-86.123105,73.62662282,FORD LAKE NEAR FOUNTAIN_ MI,,25.6,Michigan,3.5287,4.6747,1.0526,0.0605,0.0114,0.0864,27.8711,2.4698,2.0662,2.1765,8.4293,9.111,20.0769,15.0389,3.3458
2246,12,19,39.908613,-81.389912,1406.577892,SENECA LAKE,,6.58,Ohio,19.7738,6.8073,0.7713,0.1462,0,0.1677,58.722,2.714,0.0115,0.1075,0.8975,4.7829,5.0438,0.0244,0.0301
2256,0,0,44.262702,-91.865688,21.61956605,LIZZIE PAULS POND,,1.2192,Wisconsin,40.27,3.4188,2.0118,0.3474,0.0861,0.5947,22.4038,0.3623,0.0657,0.18,2.2192,5.472,10.8463,9.3916,2.3303
2266,0,0,41.581612,-85.028429,37.36508914,LONG (PLEASANT),5.2,9.8,Indiana,2.5782,5.1158,3.9097,1.2407,0.3774,0.0048,3.6458,0.1123,0.0143,0.0119,0.3726,13.1562,55.4299,13.2553,0.775
2276,0,1,43.359036,-90.088953,37.4681964,WHITE MOUND LAKE,,4.8768,Wisconsin,0.5305,3.7291,0.7291,0.0331,0.0033,0.054,39.7915,0.2129,0.0342,0.1301,0.7544,20.7655,31.8932,0.1004,1.2386
2286,17,39,45.252103,-94.904943,2239.626767,GREEN,,33.5,Minnesota,40.244,2.3735,2.2901,1.5429,0.2571,0,11.9822,0.1171,0.0444,3.9057,2.4355,6.2146,25.6701,1.1632,1.7596
2296,0,0,41.238497,-85.552549,31.99983931,GOOSE,7.9,20.1,Indiana,5.2581,6.0617,0.7809,0.0563,0,0.075,14.2184,0.1836,0,0.229,0.2044,2.5274,66.0029,2.6834,1.7188
2309,8,9,41.069192,-82.427972,85.34999759,NEW LONDON RESERVOIR,,,Ohio,1.4529,4.9064,1.314,0.0672,0.0056,0,30.5149,0.4402,0,0.7348,0.4245,9.5249,47.9069,2.7008,0.0067
